"id","action","user","variable_name","date","time"
"9930ca","QuestionDisabled","","LS_soldanimal_dec_hh","",""
"9930ca","QuestionDisabled","","LS_earnanimal_dec","",""
"9930ca","QuestionDisabled","","LS_earnanimal_dec_hh","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDisabled","","TIME_next_actother","",""
"9930ca","QuestionDisabled","","TIME_next_ag","",""
"9930ca","QuestionDisabled","","TIME_next_agsep","",""
"9930ca","QuestionDisabled","","TIME_next_agother","",""
"9930ca","QuestionDisabled","","TIME_next_sale","",""
"9930ca","QuestionDisabled","","TIME_next_children","",""
"9930ca","QuestionDisabled","","TIME_next_finish","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","QuestionDeclaredValid","","LS_number","",""
"9930ca","SupervisorAssigned","Headquarters","","09/12/2016","07:47:56"
"9930ca","InterviewerAssigned","Sup_Mugonza","Mugonza_DFT","09/13/2016","02:38:00"
"9930ca","InterviewerAssigned","Sup_Mugonza","Ssebaggala_DFT","09/13/2016","02:56:16"
"9930ca","ReceivedByInterviewer","","","09/13/2016","02:57:47"
"9930ca","AnswerSet","Ssebaggala_DFT","GPS","09/13/2016","10:12:18"
"9930ca","AnswerSet","Ssebaggala_DFT","household_address","09/13/2016","10:12:55"
"9930ca","AnswerSet","Ssebaggala_DFT","lead_enumerator","09/13/2016","10:13:00"
"9930ca","AnswerSet","Ssebaggala_DFT","respondent_1","09/13/2016","10:13:43"
"9930ca","AnswerSet","Ssebaggala_DFT","respondent_1_holder","09/13/2016","10:13:46"
"9930ca","AnswerSet","Ssebaggala_DFT","respondent_2","09/13/2016","10:14:32"
"9930ca","AnswerSet","Ssebaggala_DFT","respondent_num","09/13/2016","10:14:37"
"9930ca","AnswerSet","Ssebaggala_DFT","available_now","09/13/2016","10:14:41"
"9930ca","AnswerSet","Ssebaggala_DFT","name_contact1","09/13/2016","10:15:04"
"9930ca","AnswerSet","Ssebaggala_DFT","relationship_contact1","09/13/2016","10:15:10"
"9930ca","AnswerSet","Ssebaggala_DFT","phone_contact1","09/13/2016","10:15:28"
"9930ca","AnswerSet","Ssebaggala_DFT","phone_contact1","09/13/2016","10:15:34"
"9930ca","AnswerSet","Ssebaggala_DFT","name_contact2","09/13/2016","10:15:53"
"9930ca","AnswerSet","Ssebaggala_DFT","relationship_contact2","09/13/2016","10:15:59"
"9930ca","AnswerSet","Ssebaggala_DFT","phone_contact2","09/13/2016","10:16:18"
"9930ca","AnswerSet","Ssebaggala_DFT","consent_respondent_1","09/13/2016","10:16:25"
"9930ca","AnswerSet","Ssebaggala_DFT","consent_respondent_2","09/13/2016","10:16:27"
"9930ca","AnswerSet","Ssebaggala_DFT","Lead","09/13/2016","10:16:34"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_accom","09/13/2016","10:16:40"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_rooms","09/13/2016","10:16:52"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_light","09/13/2016","10:17:03"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_water","09/13/2016","10:17:14"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_location","09/13/2016","10:17:18"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_toilet","09/13/2016","10:17:27"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_toilet","09/13/2016","10:17:30"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_floor","09/13/2016","10:17:37"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_walls","09/13/2016","10:17:45"
"9930ca","AnswerSet","Ssebaggala_DFT","DL_roof","09/13/2016","10:17:51"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:18:21"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:18:34"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:18:48"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:19:09"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:19:25"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:19:54"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_member","09/13/2016","10:20:13"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:20:30"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:20:35"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:20:43"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:20:54"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:20:57"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_marital","09/13/2016","10:21:06"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_marital","09/13/2016","10:21:10"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_spouse","09/13/2016","10:21:15"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_activity","09/13/2016","10:21:17"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_wage","09/13/2016","10:21:23"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_wage","09/13/2016","10:21:33"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_bus","09/13/2016","10:21:34"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:21:59"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:22:04"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:22:09"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:22:14"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:22:34"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_activity","09/13/2016","10:22:37"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_wage","09/13/2016","10:22:54"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_wage","09/13/2016","10:22:55"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_bus","09/13/2016","10:22:57"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:23:13"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:23:16"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:23:24"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:23:31"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:23:44"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_marital","09/13/2016","10:23:49"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_activity","09/13/2016","10:23:53"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_wage","09/13/2016","10:23:56"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_wage","09/13/2016","10:24:11"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_bus","09/13/2016","10:24:29"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:24:37"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:24:41"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:24:45"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:24:50"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:24:58"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_activity","09/13/2016","10:25:03"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_wage","09/13/2016","10:25:11"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_wage","09/13/2016","10:25:15"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:25:21"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:25:24"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:25:30"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:25:40"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:25:44"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:25:56"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:25:59"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:26:02"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:26:06"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:26:08"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_activity","09/13/2016","10:26:11"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_ag_wage","09/13/2016","10:26:13"
"9930ca","AnswerSet","Ssebaggala_DFT","LL_nonag_wage","09/13/2016","10:26:15"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_relation","09/13/2016","10:26:37"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_sex","09/13/2016","10:26:41"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_age","09/13/2016","10:26:43"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_away","09/13/2016","10:26:48"
"9930ca","AnswerSet","Ssebaggala_DFT","HH_ed","09/13/2016","10:26:54"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_name","09/13/2016","10:28:31"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_area","09/13/2016","10:28:50"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_areaunit","09/13/2016","10:28:51"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_dwell","09/13/2016","10:28:55"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_year","09/13/2016","10:29:18"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_acquire","09/13/2016","10:29:28"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_numplots","09/13/2016","10:29:35"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_nam","09/13/2016","10:29:51"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_nam","09/13/2016","10:30:06"
"9930ca","AnswerSet","Ssebaggala_DFT","PART2_respondent","09/13/2016","10:30:44"
"9930ca","AnswerSet","Ssebaggala_DFT","PART2_priv","09/13/2016","10:30:48"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_owner","09/13/2016","10:31:02"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_ownjointly_A","09/13/2016","10:31:05"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_ownjointly_hh","09/13/2016","10:31:08"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_ownjointly_hh","09/13/2016","10:31:09"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_decision_perm","09/13/2016","10:31:17"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_decision_act","09/13/2016","10:31:19"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_decision_act_A","09/13/2016","10:31:24"
"9930ca","AnswerSet","Ssebaggala_DFT","PAR_decision_act_hh","09/13/2016","10:31:29"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_cultivated","09/13/2016","10:31:36"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_decision","09/13/2016","10:31:40"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_decision_hh","09/13/2016","10:31:42"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_finance","09/13/2016","10:31:53"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_finance_hh","09/13/2016","10:31:55"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_code","09/13/2016","10:32:09"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_harvest","09/13/2016","10:32:18"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionsell","09/13/2016","10:32:21"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionsell_hh","09/13/2016","10:32:24"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_sell","09/13/2016","10:32:27"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_consume_amount","09/13/2016","10:32:35"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_cultivated","09/13/2016","10:32:46"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_decision","09/13/2016","10:32:54"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_decision_hh","09/13/2016","10:32:57"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_finance","09/13/2016","10:33:03"
"9930ca","AnswerSet","Ssebaggala_DFT","PLOT_finance_hh","09/13/2016","10:33:08"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_code","09/13/2016","10:33:35"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_code","09/13/2016","10:33:38"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_code","09/13/2016","10:33:46"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_harvest","09/13/2016","10:33:54"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionsell","09/13/2016","10:33:57"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionsell_hh","09/13/2016","10:33:59"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_sell","09/13/2016","10:34:02"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_sell","09/13/2016","10:34:06"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionearn","09/13/2016","10:34:09"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_decisionearn_hh","09/13/2016","10:34:13"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_consume_amount","09/13/2016","10:34:28"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_harvest","09/13/2016","10:34:42"
"9930ca","AnswerSet","Ssebaggala_DFT","CROP_harvest","09/13/2016","10:34:54"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_any","09/13/2016","10:35:25"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_number","09/13/2016","10:35:29"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_owner","09/13/2016","10:35:35"
"9930ca","AnswerSet","Ssebaggala_DFT","LS_ownjointly_A","09/13/2016","10:35:38"
